Telegram Update ID,Telegram Chatroom ID,Telegram Chatroom Name,Telegram Message ID,Contributor Name,Project Name,Contribution Made,Rubric classification,TDGs Provisioned,Status,"TDGs Issued
(reviewed by Governor) ",Status date,"Main Ledger 
Line Number",Scoring Hash Key,Telegram File IDs,Edgar Signature Verification,External API call status,External API call response
Edgar_20251003192507_039,-1002190388985,Edgar Direct,Edgar_20251003192507_040,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 60
- Description: Registering DUNS number for HauCacau.
- Contributor(s): Gary Teh
- TDG Issued: 100.00
- Attached Filename: image.png
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251003192505_gary_teh_image.png
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: fr67zd221FZITpBCUkQi5AmQscnsssxPwdEAaWbYJfg8MdqIQfI7KZD1IZmqbq2dwQlruzJNvHutglWaa7So8UtSKSxLvECQjOR91NDyDtFQvdqI2qagQcF1otC7caPAnLhBbWTOqynefVtCQu67hdZJXJXadSXWdZRbHcY+2c4VxzvROzYGgZBnXeoE3crbQHXwCP+rDcqrjE1NUC9kmFrI4f9i3/t7+jkAwdx6ZmmYBGCHBRR08htt8GBQSeGcZERYJZ9MwLzz3k8oDBQoT/OX4g+KHZ0O6RiCbz6+rif3r0EbWBxYftND2hdW1XYYCN/s54Oh43GORmz8YYeLtA==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251003,,irbiJbLzUwlq2C1OXe1a,,success,,
Edgar_20251003194001_041,-1002190388985,Edgar Direct,Edgar_20251003194001_042,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 15
- Description: Completing the FDA written assurance letter requirements https://docs.google.com/document/d/1zyt36wm7kvBGKURCoJdREjQ8eesqYPzo3ZufY--9Xfs/edit?tab=t.0
- Contributor(s): Gary Teh
- TDG Issued: 25.00
- Attached Filename: image.png
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251003193959_gary_teh_image.png
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: qVNwrbSA5Wjst30IQcoC4oGrGMbzvXOzaTUY/t1ghtZQZ+RRUz8id+FTFaeJdsXRCt6Dds5soWNap+Q5xSDloJXNIeRwkKViopRMglVQ+8BIUyXUb2oNnfRreF+1SfNxaPwyvIjHifGgCkgcJViDigDDDxZbc3ImPoeqtjb3cu9Sa0ZHr+D/+IjtkyXLIXDhyAKGWLI5mV7LJtl7rL4ncror115J4ByDZIomJp8CfJw9wHFFWaGqe34sJnKoCpP19sh8EO81awqfNxoRgAa2aIk0dnME8vvUKzHGxmM8vRdx/c/qwcibmoAT5tnp+CSe84qbwOcPQGGos9GcRyh8lg==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251003,,e4tKK5To6zkS3H8/ANNR,,success,,
Edgar_20251003194032_043,-1002190388985,Edgar Direct,Edgar_20251003194032_044,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 15
- Description: Updated the written assurance letter for Hau Cacau https://docs.google.com/document/d/1zyt36wm7kvBGKURCoJdREjQ8eesqYPzo3ZufY--9Xfs/edit?tab=t.0
- Contributor(s): Gary Teh
- TDG Issued: 25.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: 3VnIHEDdpB1OZrK8QCgQeMCri7mJNDLM6cQqldIeuW9A+bIJnrx9bslvFCQDZ4+dglfD5gLkdcW6Bzzna/uzOtjwdcxB0Rc6j376q1hVljNi6GwEyCGzC5HE2AVLFWxUwXd2vSk351lOVEPB9LDqtX4BoXsJbf1Li+wnYciilwqGH5Ww8ABJ66CnbrIXiL41k4jNscqMqG4aFeWVM71DHb3c6fjgkbBj+hHIJlLYrSDLfLLNCGI/l1u5xnMcWFsPv8358VXuXZ8ilsBx/9DvEHVvlXz8Fqh9b/3/6dZVSCKk9Xsy13IEq/eB3apIms04E95LlMB/eo/6LKkPUJzptg==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251003,,30YrHPSxMSbI+Ka4m1em,,success,,
Edgar_20251003195222_045,-1002190388985,Edgar Direct,Edgar_20251003195222_046,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 30
- Description: FDA food facility registration number for Hau Cacau
- Contributor(s): Gary Teh
- TDG Issued: 50.00
- Attached Filename: Food Facility Registration (FFR).pdf
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251003195221_gary_teh_food_facility_registration__ffr_.pdf
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: Umboe8SGHvGesZnyk8IFBwZq3UvmCxSZ9QrUurZCe1XmdzKzennA+/y/m+mnz2J65qrKmERBBJB9B0W9WY1MQMwqIoEC7iC3o75VvpVqCfLwj4s8m9K7N+pSzqEHwRLcDrQ6frUurVXcrVVKrGGuuCpmAsd0RXrtZhs3RyaeAssWBSdSBSTtRRfiv5SA1br+UQz0BZPPXKgta8QEdAk4aDPYYk+0rC14trbF9+VVryGSiq+jqXa5x1RTACCUmnGQZ8MH39TStOrsuO7cXsd4VmC7mLWVoNDXL/Fqy17GsunmORVYMGvGtpdRwsKSwJ0PuWihmbb7mAKk8rDbVQ/KBQ==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251003,,f3G7Z3jx9cyw1xWKWqxY,,success,,
Edgar_20251003224654_047,-1002190388985,Edgar Direct,Edgar_20251003224654_048,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 5
- Description: Followed up with Elinor, Jenifer, Elora, Cory and Kelley on the cacao sales 
- Contributor(s): Gary Teh
- TDG Issued: 8.33
- Attached Filename: IMG_2897.png
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251003224653_gary_teh_img_2897.png
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: MoSxxW9i777pgEDj+FlGSd9hXPUVEFEuMuQ6KKoBtz+rTn/mpXDobftOyN/glcQgXK58Cw3xBZNOcdW3B0CyJIHEhxkA4aXR/8TnLW3liUba9bb6kXZdr/I8LQ6YPLUe8ET92/3sThJDkEN1A1Ox8ZNyQACcjfP460sbsKp0s2MR4PFxC5nBKAEtVfRXBhMoUxYV0DyPWfW6Q/VvLdbvPtQs6JMj1dJ2szUa8RF4GuXiLY9jtbCXO4MFTvccXi3WYI1PmTLlo8AyvICwA0lcVe9pYpU9ySdm7iNj5WFG7CuRJkpBRWOtOnpGzq2WqLYXzzWqKRCQXE6IBVCeWjZBFA==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251003,,26fXKswqlIflf07iuguh,,success,,
Edgar_20251004114549_049,-1002190388985,Edgar Direct,Edgar_20251004114549_050,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 5
- Description: Following up with Cory on sales
- Contributor(s): Gary Teh
- TDG Issued: 8.33
- Attached Filename: IMG_2898.png
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251004114547_gary_teh_img_2898.png
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: c8jVuWEoQ1GqUbsETPniT+2KiCr+RvNgjW+O/cPURGz5tbucUE9ax1rlp3y37BghJaNEgNg53Wbg051U3uiM97pAdHuvKana5b4bKhtjeNzVCwIa5OJxz4hqU8t/4C+hMtCr3GxjfKMq5SYPEEwIEJz2dac/YOkL8XhnULwWcNAdNLpyJPl8JKLovIuImMiH3QLAKwuCg+HSq7X4qwqH2nsQ5gunX8gTAoxaYyN4DLeiNGTAJoDOepp+qVbcYCLLD5EVRNtQi+OvUcdzV2LZW4bB/x5Dsr+6c7CWqnr6tvNxyKhGqcp8MhBBc9irUvb3V1JTXtg0aITVEtZ+eA4zCw==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251004,,VuYDvH4GkPVE0cj6hcie,,success,,
Edgar_20251004114841_051,-1002190388985,Edgar Direct,Edgar_20251004114841_052,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 30
- Description: Editing new video for our website 
- Contributor(s): Gary Teh
- TDG Issued: 50.00
- Attached Filename: IMG_2906.png
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251004114838_gary_teh_img_2906.png
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1y5wLWcmZJ9qWdvJl7yoGj1wxR8fjxZVezo9IkwodBEZ6q2tIyKIpk8XyEokycPQ/M9ZocYr57manzU53Zh+V1DnvUnvHZpgSvPSw/wnBKuXNxg+1uy8h10X+2iBXsJBoK5cM20q1RxsGH4GBsDvPzLervRQVZPe12ht/VPVd0PbYPUBVVfs8q2KlaWrq7ZH4cJ0FHB1Km0cjgYs2rps0AgsyKseb8jCkQ788VFZwePZZzMRA6OXHCIuVFxbnAPZlNvckCFz+b2oM132aYaqgbkk2IgAbShxUuEwuv6yb2mQapsavUUShxMK8AHmyJ39v5lQ2xiTQTougTwTG5MzYwIDAQAB

Request Transaction ID: MWdJphNULJmk5H+pwZBXtR8NwneeniSLbjppraixskMAFdRcOuvdYBw+G3C+KN6UYG9LJo90L3jN/81tNrpb5CM7rlpkFaG37ksssCNZ3BMsEGng1Q+WFJgqJw7jWYuXhRCHfxFvU9xc8i0oZHu//hXekqsvP9D+5BW16LGZIOewIW29ofNz329wGagZ9yAPPxy4WyhBLAie1xWfHZGyMEWh2eb1SvjdBK5gRShv0CoWqjvV2okd0J35aKPe2fTyQyLp9iprxEqt/jSFVgahaIsfbzVM6X26GFB6oibMmse9pWGJUDC1bgebsQDNJAwi0Y1pR5LPe4FbpRCj1i8BNQ==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251004,,gsYUtq4wW/V6jHj2DRGF,,success,,
Edgar_20251004165742_053,-1002190388985,Edgar Direct,Edgar_20251004165742_054,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 180
- Description: Regenerating our landing page video https://static.wixstatic.com/media/0e2cde_1ddb06b9910b4e7aab5a6cd8fa3c884af000.jpg/v1/fill/w_1440,h_669,al_c,q_85,usm_0.33_1.00_0.00,enc_avif,quality_auto/0e2cde_1ddb06b9910b4e7aab5a6cd8fa3c884af000.jpg
- Contributor(s): Gary Teh
- TDG Issued: 300.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: 4sKBRUGiCFXxz5AcN2w+7UdJCskA6nhOVPsKOaKjlYG0Iv3ygfH/BQTTp3BS7n3dT3sUAIbIx5rvq9hrPanTO+Hrz2P8WODO7H/DH255Bloz5GXN30OYusctSiHsQf0+oKagEbQ4UbNVBTTWbVO2+RRCBhy88r2+3shfb4Ps2OuF+6yZrg8Kx6L/1AmGdcixFmeTuPhptkULnr9QTdStoZBVv7oeWn9UclCVP4I8gC/vggJumJQGBj8LiCPaz7A70TkJl94RWqSBetfmZowRVs915vWo5IEGhxtrz5JbqWuYDp32t2lsxITVMzTnExKzK1VIT0TYVbm+9Ry8musBZw==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251004,,8uLfEnY8fzB5+Hwss9pS,,success,,
Edgar_20251004165817_055,-1002190388985,Edgar Direct,Edgar_20251004165817_056,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 15
- Description: Generating events listing on our website https://www.agroverse.shop/event-details-registration/one-cacao-at-a-time-geopolitics-your-craft
- Contributor(s): Gary Teh
- TDG Issued: 25.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: pRNzeNM8+TnyakvqA77GRYmg7ExrzSNCjmSa9l+CMKTLjP69wHewuHuz+Mec4kns2aU/OgK1zVCefZg503BZpVLwMgwcHfT3Ty6Df7h7DfRfDFndinEAs05X1R7UfrX2wTUJIWGzpv5Xg6TI2K3grtsGbqoWcE0MH2RiiMw0UgQI5V2Sy0+5z9DWgP5h2AYvHfkWz2zqfsFCp/P/CdfpWvLreC+UGY6qWisgMEvzhd7r9zwnZ7jzvEe5ubB66ml1YzeXBGXNe0JBvpxIVrPflydGa0ZDl4E/YurYGFY6OBTFB5Uy8twlHitQWP7bMI+MQ/CSICli/u4g00ynr3/ztA==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251004,,/2qBEiQjPe1VQHjZud+T,,success,,
Edgar_20251004170930_057,-1002190388985,Edgar Direct,Edgar_20251004170930_058,Edgar,,"[SALES EVENT]
- Item: 2024OSCAR_20250702_3
- Sales price: $17
- Sold by: Gary Teh
- Attached Filename: None
- Submission Source: file:///Users/garyjob/Applications/dapp/report_sales.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyC5HgVLODmtFQZiM91XKoZTPuaaOW8EWPf6Sv+0a74Ji7cSAjZEsYbHSKbg6k2qb8gWzxX3KuDZVTgjytbeM/P40k6b5Px3PcBbNXmMzznxG6UaiskP8dGp/bZMmygXFq9MbQ9vsGJ9AS2XtngSlJ9BEMxZo4/fKvxco+8fGTt02BIyqhJQ2KW/jHro0W8/nyhtY/2KcOKWjedt1MqVWMzKotXpPFVPfimAmsRqdFHKlyGzlTPALF1iBA7Zee1zfxeZWHYegADhTivp0Xf3gytcSZcAwGGRbOuCS69NT6G4P5YiZ/lw4a1DM1b22I0TY92dMlEI7wOQNmi0I2+iFpQIDAQAB

Request Transaction ID: erlHdPWRv1lB8oG2UVH5WqFA/xQXSpCkX2RyY/xHBaFPy7wSOR23SAPBrE0KkcTv6iIA2/9ktP0uja2YNc2+ejFOoU0yOYc8RDUOCl2e+pexhogz2Aa/SurdmTXCvynLyXEZd3N/+p0r0E5F3EyviOjEGJoWIXkkAwwasn0oS9boPK57I8AgbBnSSAJ6cI9FfV5nxwJ/P+PHvxOVWi6Z1XIRdli1GFqmPBGp97RjCBO3uRXSPe3PlCCbPBGk21g1CCYH5Equ3+4ZrtqyYP45m4y9rN+U+sj+rjhOVnaY2EAKYs+FEQ6p4uOb7H+B4cCb5fMqgpj6kW5SbkVPiqcuwA==

This submission was generated using file:///Users/garyjob/Applications/dapp/report_sales.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251004,,Bb01vXVI4KkIzGz6NJQP,,success,,
Edgar_20251004171011_059,-1002190388985,Edgar Direct,Edgar_20251004171011_060,Edgar,,"[SALES EVENT]
- Item: 2024OSCAR_20250702_4
- Sales price: $17
- Sold by: Gary Teh
- Attached Filename: None
- Submission Source: file:///Users/garyjob/Applications/dapp/report_sales.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyC5HgVLODmtFQZiM91XKoZTPuaaOW8EWPf6Sv+0a74Ji7cSAjZEsYbHSKbg6k2qb8gWzxX3KuDZVTgjytbeM/P40k6b5Px3PcBbNXmMzznxG6UaiskP8dGp/bZMmygXFq9MbQ9vsGJ9AS2XtngSlJ9BEMxZo4/fKvxco+8fGTt02BIyqhJQ2KW/jHro0W8/nyhtY/2KcOKWjedt1MqVWMzKotXpPFVPfimAmsRqdFHKlyGzlTPALF1iBA7Zee1zfxeZWHYegADhTivp0Xf3gytcSZcAwGGRbOuCS69NT6G4P5YiZ/lw4a1DM1b22I0TY92dMlEI7wOQNmi0I2+iFpQIDAQAB

Request Transaction ID: earqBzeuW/vLc+wKpFOBz6aV/3DpWyn86qg7nLhXIsN1AyeHjicmx7ypN3SSGMgfmnOtUrDVr8bj7SX/g3z+xXFIAdfS3gkgHWocgehr7PBarvgX+gGrcnXJHhlNQTrzQyI4Wf2BM/d/oxDEIEvappmczjdGtEEApqs5JLuZoFR1dD+lmSxSg88/PC3j3BRFvq8pRt50vdRpbCDX9gUOKSC7qTzx0/YaQQDPCJAHNZ8qmlq5eBMyiGs2GNoV/hRilRRiXPWXEgvc5G9dCNdSy7KoPcTjR68aV9FKqBM1UYwYfwx0x7WCsgf9pBUCuNes+2VSLrmgsGGIDbT0weHcgA==

This submission was generated using file:///Users/garyjob/Applications/dapp/report_sales.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251004,,5+KDIwELP9Za637PIOgO,,success,,
Edgar_20251004171025_061,-1002190388985,Edgar Direct,Edgar_20251004171025_062,Edgar,,"[SALES EVENT]
- Item: 2024OSCAR_20250728_6
- Sales price: $17
- Sold by: Gary Teh
- Attached Filename: None
- Submission Source: file:///Users/garyjob/Applications/dapp/report_sales.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyC5HgVLODmtFQZiM91XKoZTPuaaOW8EWPf6Sv+0a74Ji7cSAjZEsYbHSKbg6k2qb8gWzxX3KuDZVTgjytbeM/P40k6b5Px3PcBbNXmMzznxG6UaiskP8dGp/bZMmygXFq9MbQ9vsGJ9AS2XtngSlJ9BEMxZo4/fKvxco+8fGTt02BIyqhJQ2KW/jHro0W8/nyhtY/2KcOKWjedt1MqVWMzKotXpPFVPfimAmsRqdFHKlyGzlTPALF1iBA7Zee1zfxeZWHYegADhTivp0Xf3gytcSZcAwGGRbOuCS69NT6G4P5YiZ/lw4a1DM1b22I0TY92dMlEI7wOQNmi0I2+iFpQIDAQAB

Request Transaction ID: aGRm5pUYJkSSwLXwwvllX5TclS4TppW/5QavTvFFxXCCkorsYZ3QJuXoHF+r2VgI9f46ZQwZ0bPpHoI7sHB7PqsP6dIjy5OBRxWFEuf/z9VCzGxWnOYoldhVsr/3Mdln3QGEXh+KivB2fXOxuBf4Wiu32LxiU3C9Un10/omHdEp0zxiyJ2w6LSrTviSiVmYmo7NocgRL/hPFftmzLnfpiAg93rFMQUsu4NgVhsX0iWiDdD2Pb6Yya1b4dqFwiiArQV0sjVF01PbYoEnqpk1gBbx83eMbe5EpFYeaeHAgSfZpyOTEpsarBnTu9O7+33B8ED8pbO8NX8fX27lZNR8Ngg==

This submission was generated using file:///Users/garyjob/Applications/dapp/report_sales.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251004,,mNg175VZe5BlixzLYLhc,,success,,
Edgar_20251004171036_063,-1002190388985,Edgar Direct,Edgar_20251004171036_064,Edgar,,"[SALES EVENT]
- Item: 2024OSCAR_20250728_7
- Sales price: $17
- Sold by: Gary Teh
- Attached Filename: None
- Submission Source: file:///Users/garyjob/Applications/dapp/report_sales.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyC5HgVLODmtFQZiM91XKoZTPuaaOW8EWPf6Sv+0a74Ji7cSAjZEsYbHSKbg6k2qb8gWzxX3KuDZVTgjytbeM/P40k6b5Px3PcBbNXmMzznxG6UaiskP8dGp/bZMmygXFq9MbQ9vsGJ9AS2XtngSlJ9BEMxZo4/fKvxco+8fGTt02BIyqhJQ2KW/jHro0W8/nyhtY/2KcOKWjedt1MqVWMzKotXpPFVPfimAmsRqdFHKlyGzlTPALF1iBA7Zee1zfxeZWHYegADhTivp0Xf3gytcSZcAwGGRbOuCS69NT6G4P5YiZ/lw4a1DM1b22I0TY92dMlEI7wOQNmi0I2+iFpQIDAQAB

Request Transaction ID: n+8apXwDQYCpkqGHeMLdyW+qK5wB4i7nki3yWu+WGh0cK+ZuJUpdYf0rDfNU7XhMdCE45CYCAXmJ8AjdxdGfZQHm0JSDzQH4GVyuIFCXl8dai0Pxf2XCaGDMf+CLpNrbgs8vnwHMThNFb0uB3P+akjyVOxPRdB6xYW33sajo7q/AbRd6c50hPSLKK//UkvD91kCuaNG9KBn1ldkgSfd4UKbzFGrApKDB1vVpXX7cRrbnkI8aDYfILruXJj1wY7M9MfiAvXrKTMIXk9Kj9XraOIMoMxOFus7YeozqFUn//Ve+cab0O5zTQp3O+Pz54Jnha2l47GzoOLCqzxxC19m/ow==

This submission was generated using file:///Users/garyjob/Applications/dapp/report_sales.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251004,,uqKB96pjJQxC73jGAw3X,,success,,
